COD. ESTACAO,NOME DO RIO,NIVEL,VAZAO,CHUVA,DATA/HORA
66945000,Rio Aquidauana,279,80.86,0,Tue Apr 05 2022 14:15:00 GMT-0400 (GMT-04:00)
66945000,Rio Aquidauana,280,81.49,0,Tue Apr 05 2022 14:00:00 GMT-0400 (GMT-04:00)
66945000,Rio Aquidauana,280,81.49,0,Tue Apr 05 2022 13:45:00 GMT-0400 (GMT-04:00)
66945000,Rio Aquidauana,281,82.12,0,Tue Apr 05 2022 13:30:00 GMT-0400 (GMT-04:00)
66945000,Rio Aquidauana,281,82.12,0,Tue Apr 05 2022 13:15:00 GMT-0400 (GMT-04:00)
66945000,Rio Aquidauana,282,82.74,0,Tue Apr 05 2022 13:00:00 GMT-0400 (GMT-04:00)
66945000,Rio Aquidauana,282,82.74,0,Tue Apr 05 2022 12:45:00 GMT-0400 (GMT-04:00)
66945000,Rio Aquidauana,283,83.37,0,Tue Apr 05 2022 12:30:00 GMT-0400 (GMT-04:00)
66945000,Rio Aquidauana,283,83.37,0,Tue Apr 05 2022 12:15:00 GMT-0400 (GMT-04:00)
66945000,Rio Aquidauana,284,84,0,Tue Apr 05 2022 12:00:00 GMT-0400 (GMT-04:00)
